Date,Startup_Name,Industry,SubVertical,City,Investors,InvestmentType,Amount_USD,sector,bif_indus
2015-11-18,ScoopWhoop,"Viral Content web Platform",nan,Delhi,"Kalaari Capital","Series A",4000000,Technology,"Viral Content web Platform"
2015-11-19,UrbanClap,"Mobile Services Marketplace","Mobile Services Marketplace",Gurugram,"Bessemer Venture Partner, Accel, SAIF Partners","Series B",25000000,E-Commerce,"Mobile Services Marketplace"
2015-11-19,SenseGiz,"Smartwatch Maker",nan,Belgaum,"Karnataka Semiconductor Venture Capital firm","Seed Funding",500000,Other,"Smartwatch Maker"
2015-11-19,Fourseven,"Online Jewellery etailer",nan,Delhi,"Indian Angel Network","Seed Funding",455000,E-Commerce,"Online Jewellery etailer"
2015-11-20,MindTickle,"Sales & Productivity Software","Gamification Platform to train Sales People","Pune / USA","New Enterprise Associates","Series A",12500000,Technology,"Sales & Productivity Software"
2015-11-20,Medinfi,"Health Tech platform","Online Doctor Discovery Platform",Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others","Seed Funding",305000,Healthcare,"Health Tech platform"
2015-11-20,OUWT,"Nightlife Discovery Mobile App",nan,Mumbai,"Undisclosed investors","Seed Funding",150000,Technology,"Nightlife Discovery Mobile App"
2015-11-20,HeyPillow,"Online Real Estate Marketplace",nan,Bangalore,"Hampton Capital","Series A",3000000,E-Commerce,"Online Real Estate Marketplace"
2015-11-21,CaravanCraft,"Indian Ethnic Crafts Etailer",nan,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran","Series A",1200000,E-Commerce,"Indian Ethnic Crafts Etailer"
2015-11-21,Talkoot,"Social platform for traders and investors",nan,Bangalore,"Undisclosed investors","Seed Funding",100000,Technology,"Social platform for traders and investors"
2015-11-23,RentoMojo,"Online Furniture, Home Appliances Rental Platform","Consumer Leasing Platform",Bangalore,"IDG Ventures India, Accel Partners India","Series A",2000000,Technology,"Online Furniture, Home Appliances Rental Platform"
2015-11-23,Medikoe,"Healthcare Services Discovery platform",nan,Bangalore,"Anil Menon","Seed Funding",100000,Healthcare,"Healthcare Services Discovery platform"
2015-11-24,Stylofie,"Health and Beauty Services Marketplace","Online Beauty Parlour search & discovery Platform",Gurugram,Swastika,"Seed Funding",250000,Healthcare,"Health and Beauty Services Marketplace"
2015-11-24,Naaptol,"Online and TV Shopping Marketplace",nan,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank","Late Stage",52000000,E-Commerce,"Online and TV Shopping Marketplace"
2015-11-25,EarlySalary,"Mobile App based Loan disbursement platform","Online Lending",Mumbai,"Ashok Agarwal","Seed Funding",1500000,Finance,"Mobile App based Loan disbursement platform"
2015-11-25,Tooler,"On Demand Laundry Services App",nan,Delhi,"Raghu Khanna, Sameer Gupta","Seed Funding",110000,Technology,"On Demand Laundry Services App"
2015-11-25,SChand,"Education Content Provider",nan,Delhi,"IFC Everstone Group","Private Funding",27000000,Education,"Education Content Provider"
2015-11-26,GoQii,"Fitness Tracking Management Solutions","Wearable Fitness Bands",Mumbai,"New Enterprise Associates, Cheetah Mobile","Series B",13400000,Healthcare,"Fitness Tracking Management Solutions"
2015-11-26,Grofers,"Hyper local Grocery Delivery platform","Grocery Delivery",Gurugram,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers","Late Stage",120000000,"Food and Beverages","Hyper local Grocery Delivery platform"
2015-11-26,Pluss,"Hyperlocal healthcare product Delivery Service provider",nan,Gurugram,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).","Series A",1000000,Healthcare,"Hyperlocal healthcare product Delivery Service provider"
2015-11-27,JustRide,"Self Driven Rental Car Platform","Online Car Sharing platform",Mumbai,N/A,"Series A",2000000,Automotive,"Self Driven Rental Car Platform"
2015-11-30,Baxi,"Two Wheeler Taxi Service",nan,Gurugram,"Manish Kheterpal Alok Mittal Puneet Dalmia","Seed Funding",1450000,"Transportation and Logistics","Two Wheeler Taxi Service"
2015-11-30,SuperheroBrands,"character merchandize sales platform",nan,Mumbai,"DSG Consumer Partners","Seed Funding",540000,E-Commerce,"character merchandize sales platform"
2015-11-30,QikPod,"Ecommerce Delivery locker services",nan,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn","Series A",9000000,E-Commerce,"Ecommerce Delivery locker services"
2015-10-01,Muvizz,"Movie on demand platform",nan,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh","Seed Funding",350000,Technology,"Movie on demand platform"
2015-10-02,Shopalyst,"Product discovery & recommendation platform",nan,Bangalore,"Kalaari Capital","Series A",2000000,E-Commerce,"Product discovery & recommendation platform"
2015-10-03,Chillr,"Mobile Payments App",nan,Mumbai,"Sequoia Capital","Series A",6000000,Finance,"Mobile Payments App"
2015-10-05,Nykaa,"Beauty & Wellness Products e tailer","Online Marketplace For Multi brand Beauty Cosmetic and Wellness Products",Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos","Series B",9500000,E-Commerce,"Beauty & Wellness Products e tailer"
2015-10-05,Voylla,"Fashion jewelry and accessories e tailer",nan,Jaipur,"Peepul Capital","Series B",15000000,E-Commerce,"Fashion jewelry and accessories e tailer"
2015-10-05,IndiaLends,"Online Consumer Lending platform","Online Instant personal Loan provider",Delhi,"DSG consumer Partners, Paragon Partners","Series A",1000000,Technology,"Online Consumer Lending platform"
2015-10-05,RockNShop,"Premium Apparel shopping portal",nan,Delhi,"High Networth Individuals (undisclosed)","Seed Funding",150000,Fashion,"Premium Apparel shopping portal"
2015-10-06,DocPlexus,"Exclusive Platform for Doctors & Healthcare professionals",nan,Pune,"Uniqorn ventures, ASP Consulting","Seed Funding",700000,Healthcare,"Exclusive Platform for Doctors & Healthcare professionals"
2015-10-06,WorkIndia,"Job Board","Job Board for Clue Collar Jobs",Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others","Series A",500000,Other,"Job Board"
2015-10-06,SportzVillage,"Sports Management & Physical Education Business",nan,Bangalore,"Gaja Capital Private Equity Fund","Series B",10000000,Education,"Sports Management & Physical Education Business"
2015-10-06,BurgerSingh,"QSR & Online delivery portal","Indian Burger Brand",Gurugram,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain","Bridge Round",500000,"Food and Beverages","QSR & Online delivery portal"
2015-10-06,WelcomeCure,"Online Homeopathy Clinic",nan,Mumbai,"Unnamed Media house and HNIs","Series A",6000000,Healthcare,"Online Homeopathy Clinic"
2015-10-07,SchoolGuru,"E Learning Service Provider",nan,Mumbai,"High Networth Individuals from India & USA","Series A",3000000,Education,"E Learning Service Provider"
2015-10-07,GoJavas,"Delivery & Logistics Service provider",nan,Gurugram,Snapdeal,"Series C",20000000,E-Commerce,"Delivery & Logistics Service provider"
2015-10-08,ZuperMeal,"Home Cooked Food marketplace & Delivery",nan,Mumbai,"Sanjeev Kapoor, Ravi Saxena & Others","Series A",2000000,"Food and Beverages","Home Cooked Food marketplace & Delivery"
2015-10-08,Cube26,"Gesture based Mobile Development",nan,Delhi,"Tiger Global Management, Flipkart","Series A",7700000,Technology,"Gesture based Mobile Development"
2015-10-08,Grabhouse,"Rental Accommodation Search platform",nan,Bangalore,"Sequoia and Kalaari Capital.","Series B",10000000,Technology,"Rental Accommodation Search platform"
2015-10-08,Quifers,"Logistics Tech Platform",nan,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group","Seed Funding",310000,"Transportation and Logistics","Logistics Tech Platform"
2015-10-09,Stockroomio,"Developer Portfolio Showcase platform","Curated Platform for Developers",Hyderabad,"Undisclosed Investors","Seed Funding",70000,Technology,"Developer Portfolio Showcase platform"
2015-10-09,CloudLending,"End to End Lending platform",nan,"Bangalore / San Mateo","SF Capital Group","Series A",8000000,Technology,"End to End Lending platform"
2015-10-09,Inayo,"on demand healthcare marketplace",nan,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others","Seed Funding",300000,Healthcare,"on demand healthcare marketplace"
2015-10-09,Kulzy,"Advertising & Marketing Community Networking platform",nan,Delhi,"Seedfund, Bedrock Ventures","Seed Funding",1000000,"Advertisement and Marketing","Advertising & Marketing Community Networking platform"
2015-10-09,Zeppery,"Food Ordering & Delivery App",nan,Delhi,"Suyash Sharma","Seed Funding",77000,"Food and Beverages","Food Ordering & Delivery App"
2015-10-12,Zify,"Ride Sharing platform",nan,Hyderabad,"Sean OSullivan & Others","Seed Funding",190000,"Transportation and Logistics","Ride Sharing platform"
2015-10-12,Gridle,"Cloud Based Collaboration platform",nan,Ahemdabad,LetsVenture,"Seed Funding",100000,Technology,"Cloud Based Collaboration platform"
2015-10-13,Voodoo,"Mobile Only Shopping Assistant",nan,Delhi,"SAIF Partners","Seed Funding",1000000,Technology,"Mobile Only Shopping Assistant"
2015-10-13,Lookup,"Mobile Messaging Assistant App",nan,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund","Series A",2500000,Technology,"Mobile Messaging Assistant App"
2015-10-14,AskMyGift,"Personalized Wish List creator app",nan,Noida,"Turning Ideas","Seed Funding",50000,Technology,"Personalized Wish List creator app"
2015-10-14,Zappfresh,"Raw Meat & Ready to eat food etailer","Online Raw Meat E tailer",Gurugram,"Undisclosed Investors","Seed Funding",77000,"Food and Beverages","Raw Meat & Ready to eat food etailer"
2015-10-17,S-CubeFuturetech,"Structural & Civil Engg Service Automation",nan,Mumbai,"Parampara Capital","Series A",1000000,Automotive,"Structural & Civil Engg Service Automation"
2015-10-19,CitrusPayment,"Payments Solution platform",nan,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia","Series C",25000000,Finance,"Payments Solution platform"
2015-10-19,Holidify,"Travel Destination Discovery platform",nan,Delhi,"Aarti Group","Seed Funding",100000,Hospitality,"Travel Destination Discovery platform"
2015-10-20,Opinio,"Last Mile Delivery Service",nan,Bangalore,"Delhivery, Sands Capital and Accel Partners","Series A",7000000,E-Commerce,"Last Mile Delivery Service"
2015-10-20,AttuneTechnologies,"Healthcare IT Solutions & services",nan,Chennai,"Qualcomm Venture, Norwest Venture Partners","Series B",10000000,Healthcare,"Healthcare IT Solutions & services"
2015-10-21,AgentDesks,"Real Estate Mobile CRM",nan,"New York/ India","Sierra Ventures, Cota Capital, Vegas Tech Fund","Seed Funding",2950000,"Real Estate","Real Estate Mobile CRM"
2015-10-21,WhiteOwlBrewery,"Micro Brewery",nan,Mumbai,"Arihant Patni, RAAY Global Investments","Series A",1530000,"Food and Beverages","Micro Brewery"
2015-10-21,MealHopper,"Home Made Food Marketplace",nan,Gurugram,"Alok Bajpai, Rajnish Kumar, Amit Dey","Seed Funding",100000,"Food and Beverages","Home Made Food Marketplace"
2015-10-21,Zenify,"residential rental management platform","Home rental Discovery & Booking Portal",Bangalore,"Atul Jalan, Shrikanth & Bharath","Seed Funding",640000,Technology,"residential rental management platform"
2015-10-23,Medd,"Personal Diagnostic Mobile App",nan,Mumbai,"Group of Angel investors","Bridge Round",150000,Technology,"Personal Diagnostic Mobile App"
2015-10-23,LeapingCaravan,"Online food ordering & Delivery service",nan,Gurugram,"Group of Angel investors","Seed Funding",150000,"Food and Beverages","Online food ordering & Delivery service"
2015-10-23,Frsh,"Online food ordering & Delivery service",nan,Gurugram,"Mumbai Angels, Mayank Bhangdia, Kae Capital","Bridge Round",1000000,"Food and Beverages","Online food ordering & Delivery service"
2015-10-23,QikStay,"Hotel Aggregator & booking platform",nan,Delhi,"ID Enablers Pvt Ltd","Seed Funding",250000,Hospitality,"Hotel Aggregator & booking platform"
2015-10-26,Parcelled,"Online Logistics Platform",nan,Bangalore,Delhivery,"Private Funding",5000000,"Transportation and Logistics","Online Logistics Platform"
2015-10-26,AlmaMapper,"Online Student & Campus Social Networking platform",nan,Ahemdabad,"Oswal Techno Ventures LLP","Seed Funding",400000,Technology,"Online Student & Campus Social Networking platform"
2015-10-26,FlexingIt,"Professionals & Project Search Marketplace",nan,Delhi,"undisclosed private investors","Seed Funding",500000,E-Commerce,"Professionals & Project Search Marketplace"
2015-10-26,Netmeds,"Online Pharmacy","Online Pharmacy Chain",Chennai,"OrbiMed, Pradip Dadha Group","Series A",50000000,Healthcare,"Online Pharmacy"
2015-10-26,Razorpay,"Online Payment Gateway","Payment Gateway",Jaipur,"Tiger Global Management, Matrix Partners","Series A",9000000,Finance,"Online Payment Gateway"
2015-10-27,Happitoo,"Location based Nightlife recommendation Platform",nan,Mumbai,"Unnamed investor","Seed Funding",77000,E-Commerce,"Location based Nightlife recommendation Platform"
2015-10-27,Care24,"Professional Health Services Platform","Professional Health Services Platform",Mumbai,"India Quotient","Seed Funding",350000,Healthcare,"Professional Health Services Platform"
2015-10-27,Roadrunnr,"Hyperlocal Logistics Service",nan,Bangalore,"Sequoia Capital, Nexus Venture Partners","Series B",10000000,"Transportation and Logistics","Hyperlocal Logistics Service"
2015-10-28,ORIGALeasing,"Asset Financing platform",nan,Mumbai,"ah! Ventures, 500 Startups & Other HNIs","Seed Funding",1100000,Finance,"Asset Financing platform"
2015-10-28,Smartivity,"Virtual Reality activity based learning platform","Designer Of Toys and Learning Projects For Kids",Delhi,"S Chand and Co Pvt Ltd","Seed Funding",200000,Education,"Virtual Reality activity based learning platform"
2015-10-29,ZopHop,"Public Commute helper App",nan,Mumbai,"Amit Singhal, PK Gulati & others","Seed Funding",450000,Technology,"Public Commute helper App"
2015-10-30,LiftO,"Ridesharing Mobile app",nan,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others","Seed Funding",130000,"Transportation and Logistics","Ridesharing Mobile app"
2015-10-30,TinyOwl,"Food Discovery & Delivery Mobile app",nan,Mumbai,"Sequoia Capital, Matrix Partners","Series B",7500000,"Food and Beverages","Food Discovery & Delivery Mobile app"
2015-10-30,Toppr,"Competitive exam learning platform","E learning",Mumbai,"InnoVen Capital","Series C",2000000,Education,"Competitive exam learning platform"
2015-10-30,Kleeto,"Document Digitization platform",nan,Gurugram,GREX,"Series A",230000,Technology,"Document Digitization platform"
2015-10-30,BeaconsTalk,"proximity marketing & Mobile Advertising platform","contextual mobile advertising",Mumbai,"Puneet Bhatia & others","Seed Funding",80000,"Advertisement and Marketing","proximity marketing & Mobile Advertising platform"
2015-10-31,Jugnoo,"Autorickshaw Aggregator & Booking platform","On demand Delivery & Logistics platform",Chandigarh,Paytm,"Series B",10000000,Automotive,"Autorickshaw Aggregator & Booking platform"
2015-09-01,TOFlo,"FinTech Startup Incubation platform",nan,Mumbai,"Tania Johny Palathinkal","Seed Funding",100000,Finance,"FinTech Startup Incubation platform"
2015-09-01,Stylecracker,"Personalized Styling platform",nan,Mumbai,"Group of HNI investors","Series A",1000000,Technology,"Personalized Styling platform"
2015-09-01,Luxuryhues,"Luxury goods Shopping Platform",nan,Gurugram,"Reliance Capital","Series A",900000,Technology,"Luxury goods Shopping Platform"
2015-09-02,Zivame,"Online Lingerie Marketplace",nan,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad","Series C",40000000,E-Commerce,"Online Lingerie Marketplace"
2015-09-02,CapillaryTech,"Cloud software solutions",nan,Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners","Series D",45000000,Technology,"Cloud software solutions"
2015-09-03,Jobspire,"Job Search Platform",nan,Bangalore,"Purvi Capital","Seed Funding",260000,Technology,"Job Search Platform"
2015-09-03,VistaarFinance,"Small Business Financing (NBFC)",nan,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital, Lok Capital","Private Funding",40000000,Finance,"Small Business Financing (NBFC)"
2015-09-04,Clapsnslaps,"Online Movie Review Platform",nan,Mumbai,"R M Picture Company Pvt. Ltd.","Seed Funding",150000,Technology,"Online Movie Review Platform"
2015-09-04,Blubox,"ECommerce Brands  Full Service Agency",nan,Mumbai,"Ashish Jhalani","Seed Funding",100000,E-Commerce,"ECommerce Brands  Full Service Agency"
2015-09-04,RoomCentral,"Cloud based Hotel Booking Platform",nan,Bangalore,"Karanpal Singh","Seed Funding",2000000,Hospitality,"Cloud based Hotel Booking Platform"
2015-09-07,YouthKiAwaaz,"Community Driven News/Views Platform",nan,Delhi,"Raghav Bahl, Ritu Kapur","Seed Funding",600000,Technology,"Community Driven News/Views Platform"
2015-09-07,Prozo,"Study Material Marketplace","Study Material Marketplace",Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others","Seed Funding",205000,E-Commerce,"Study Material Marketplace"
2015-09-07,Zomato,"Restaurant Ratings & Reviews platform","Online Food Delivery Platform",Gurugram,"Temasek, Vy Capital","Late Stage",60000000,"Food and Beverages","Restaurant Ratings & Reviews platform"
2015-09-07,SahayogDairy,"Dairy Based Product Manufacturer",nan,Bhopal,"Acumen Fund","Series A",1800000,"Food and Beverages","Dairy Based Product Manufacturer"
2015-09-08,MockBank,"Government Test Preparation platform",nan,Bangalore,"Blume Ventures","Seed Funding",400000,Education,"Government Test Preparation platform"
2015-09-10,OnlineTyari,"Multilingual Test Preparation Platform",nan,Gurugram,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai","Series A",770000,Education,"Multilingual Test Preparation Platform"
2015-09-10,IndustryBuying,"Industrial Tools Marketplace","B2B Industrial Goods Marketplace",Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund","Series B",9200000,E-Commerce,"Industrial Tools Marketplace"
2015-09-10,The/NudgeFoundation,"Non Profit Organization to alleviate poverty",nan,Bangalore,"Nanadan Nilekani, InMobi, Paytm","Seed Funding",315000,Healthcare,"Non Profit Organization to alleviate poverty"
2015-09-11,FitMeIn,"Gym & Fitness Studios Subscription platform","Fitness Discovery & Booking platform",Delhi,"Green House Ventures","Seed Funding",100000,Healthcare,"Gym & Fitness Studios Subscription platform"
2015-09-11,Zapyle,"pre used apparel shopping mobile app","Luxury Fashion Marketplace",Bangalore,N/A,"Seed Funding",1000000,Fashion,"pre used apparel shopping mobile app"
2015-09-12,CredR,"Used Vehicles Marketplace",nan,Mumbai,"Eight Road Ventures","Series A",15000000,E-Commerce,"Used Vehicles Marketplace"
2015-09-14,CanvasFlip,"Mobile App testing platform",nan,Hyderabad,"Bessemer Venture Partners","Seed Funding",1200000,Technology,"Mobile App testing platform"
2015-09-14,Shadowfax,"Hyperlocal Delivery Services",nan,Gurugram,"Eight Roads Ventures","Series A",9000000,E-Commerce,"Hyperlocal Delivery Services"
2015-09-14,UELifeSciences,"Early Cancer Detection Solutions","Mobile Health Technology Solutions",USA/India,"Aarin Capital, Unitus Seed Fund","Series A",3000000,Healthcare,"Early Cancer Detection Solutions"
2015-09-14,OlaCabs,"Cab rental Mobile app",Cabs,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank","Late Stage",225000000,"Transportation and Logistics","Cab rental Mobile app"
2015-09-15,Coverfox,"Online Insurance Distribution Platform","Online Insurance Aggregator",Mumbai,"Cataraman Ventures","Series B",2000000,Finance,"Online Insurance Distribution Platform"
2015-09-15,MoEngage,"Mobile Marketing Automation Platform","User analytics and engagement platform",Bangalore,"Helion Venture Partners, Exfinity Ventures","Series A",4250000,"Advertisement and Marketing","Mobile Marketing Automation Platform"
2015-09-15,TeaTrails,"Chain of Tea Cafs",nan,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others","Seed Funding",1000000,"Food and Beverages","Chain of Tea Cafs"
2015-09-15,RoomonCall,"Branded Budget Hotel Marketplace","Budget hotel aggregator",Noida,"Payal Syal","Seed Funding",300000,Hospitality,"Branded Budget Hotel Marketplace"
2015-09-16,ChaiPoint,"Food Subscription platform","Tea Delivery Portal & offline stores",Bangalore,"Eight Roads Ventures","Series A",10000000,"Food and Beverages","Food Subscription platform"
2015-09-16,WedmeGood,"Wedding Planning Platform",nan,Gurugram,"Indian Angel Network","Seed Funding",410000,Technology,"Wedding Planning Platform"
2015-09-16,XSTOK,"B2B Mobile Auction Marketplace",nan,Mumbai,"Oliphans Capital","Seed Funding",450000,E-Commerce,"B2B Mobile Auction Marketplace"
2015-09-17,YepMe,"Private label Fashion eTailer","Private Label Fashion etailer",Gurugram,"Khazanah Nasional Berhad, Helion Venture Partners","Series D",75000000,E-Commerce,"Private label Fashion eTailer"
2015-09-17,Bueno,"Online Food ordering & delivery",nan,Gurugram,"High Networth Individuals (No details)","Seed Funding",600000,"Food and Beverages","Online Food ordering & delivery"
2015-09-18,Plabro,"Real Estate Broker Platform App",nan,Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh","Seed Funding",350000,"Real Estate","Real Estate Broker Platform App"
2015-09-18,CureJoy,"Online Health & Wellness platform","Online Alternative health community platform",Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna","Series A",1150000,Healthcare,"Online Health & Wellness platform"
2015-09-18,BristonTechnomach,"Internet of Things platform",nan,Delhi,Undisclosed,"Seed Funding",150000,Technology,"Internet of Things platform"
2015-09-18,LabStreet,"Diagnostic Labs aggregator platform",nan,Gurugram,"Multiple investors","Seed Funding",150000,Technology,"Diagnostic Labs aggregator platform"
2015-09-21,PorteaMedical,"Home Medical Care Services",nan,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast","Private Funding",37500000,Healthcare,"Home Medical Care Services"
2015-09-21,NeotradeAnalytics,"Real Time stock data platform",nan,Bangalore,Rainmatter,"Seed Funding",235000,Finance,"Real Time stock data platform"
2015-09-21,LafaLafa,"coupons and cashback aggregator app",nan,Mumbai,"500 Startups","thru Accelerator",125000,Technology,"coupons and cashback aggregator app"
2015-09-22,Bestdealfinance,"Financial Services Portal",nan,Mumbai,"Kalaari Capital, YourNest Angel Fund","Series A",3000000,Finance,"Financial Services Portal"
2015-09-22,VirtualLogic,"virtual reality, 3d simulation and stereoscopic products",nan,Bangalore,"Swarnim Multiventures","Series A",800000,Technology,"virtual reality, 3d simulation and stereoscopic products"
2015-09-22,Furdo,"Online Interior Designing platform",nan,Bangalore,"Bhavdeep Reddy","Seed Funding",400000,Technology,"Online Interior Designing platform"
2015-09-22,LogiNext,"End to end Logistics platform",nan,Mumbai,Paytm,"Series A",10000000,"Transportation and Logistics","End to end Logistics platform"
2015-09-22,Korra,"Private Label Apparel sales",nan,Delhi,"Asha Jadeja Motwani & Others","Seed Funding",300000,Fashion,"Private Label Apparel sales"
2015-09-23,SilverPush,"Cross device retargeting platform",nan,"Gurugram / SFO","M&S Partners","Series A",1200000,Technology,"Cross device retargeting platform"
2015-09-23,Juggernaut,"Digital & Physical Publishing platform",nan,Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani","Series A",2250000,Technology,"Digital & Physical Publishing platform"
2015-09-23,InnerChef,"Food Delivery Platform","Online food ordering platform",Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others","Series A",1750000,"Food and Beverages","Food Delivery Platform"
2015-09-24,Quintype,"Data Driven Publishing platform",nan,Bangalore,"Raghav Bahl","Private Funding",3300000,Technology,"Data Driven Publishing platform"
2015-09-24,Capabiliti,"Employee OnBoarding & Orientation platform",nan,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham","Seed Funding",400000,Technology,"Employee OnBoarding & Orientation platform"
2015-09-24,FourthPartnerEnergy,"Solar Power Solutions company",nan,Hyderabad,"Infuse Ventures, The Chennai Angels","Series A",2000000,Sustainability,"Solar Power Solutions company"
2015-09-24,Licious,"Online Meat Ordering platform","Online Meat And Seafood Ordering Startup",Bangalore,"Kanwaljit Singh, TV Mohandas Pai","Seed Funding",1000000,E-Commerce,"Online Meat Ordering platform"
2015-09-28,OlaCabs,"Cab Booking app platform",Cabs,Bangalore,"Didi Kuaidi","Late Stage",30000000,"Transportation and Logistics","Cab Booking app platform"
2015-09-29,Paytm,"E Commerce & M Commerce platform","Mobile Wallet",Delhi,"Alibaba Group, Ant Financial","Late Stage",680000000,E-Commerce,"E Commerce & M Commerce platform"
2015-09-29,Inmobi,"Mobile Advertising platform",nan,Bangalore,"Tennenbaum Capital Partners & Others","Late Stage",100000000,"Advertisement and Marketing","Mobile Advertising platform"
2015-09-29,Peppertap,"Hyperlocal Grocery Delivery",nan,Gurugram,"Sequoia India, SAIF Partners.","Series B",36000000,"Food and Beverages","Hyperlocal Grocery Delivery"
2015-09-29,Zakoopi,"Fashion Discovery platform",nan,Delhi,"Uniqorn Ventures","Seed Funding",350000,Fashion,"Fashion Discovery platform"
2015-09-30,Infoworks,"Big Data Management Platform",nan,"Bangalore / USA","Nexus Venture Partners, Knoll Ventures and others","Private Funding",5000000,Technology,"Big Data Management Platform"
2015-09-30,RedDoorz,"Budget Accommodation Platform","Budget Accomodation Aggregator",Noida,"Jungle Ventures","Seed Funding",1000000,Technology,"Budget Accommodation Platform"
2015-09-30,EywaMedia,"Digital Signal processing platform",nan,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures","Seed Funding",1000000,Technology,"Digital Signal processing platform"
2015-08-01,Snapdeal,"Ecommerce Marketplace","Horizontal Online Marketplace",Delhi,"Alibaba, Foxconn, Softbank","Late Stage",500000000,E-Commerce,"Ecommerce Marketplace"
2015-08-01,Ressy,"Restaurant Discount app",nan,Pune,"Mohandas Pai & others","Seed Funding",400000,"Food and Beverages","Restaurant Discount app"
2015-08-03,ConnectIndia,"ECommerce Logistics provider","Last mile Delivery Network",Delhi,Aavishkaar,"Series A",5000000,E-Commerce,"ECommerce Logistics provider"
2015-08-03,OyoRooms,"Budget Hotel accommodation brand","Budget Rooms",Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital, Lightspeed India","Series B",100000000,Hospitality,"Budget Hotel accommodation brand"
2015-08-03,Wizrocket,"User Engagment & Analytics platform",nan,Mumbai,"Sequoia Capital, Accel Partners","Series B",9600000,Technology,"User Engagment & Analytics platform"
2015-08-04,Pickingo,"On Demand Delivery Logistics",nan,Delhi,"Orios Venture Partners, Zishaan Hayath","Series A",1300000,E-Commerce,"On Demand Delivery Logistics"
2015-08-05,Grex,"fund raising platform for startups",nan,Pune,"Kunal Bajaj, Chandru Badrinarayanan","Seed Funding",650000,Technology,"fund raising platform for startups"
2015-08-05,LetsTransport,"Logistics Tech Platform","Book Trucks Online",Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra","Seed Funding",1300000,"Transportation and Logistics","Logistics Tech Platform"
2015-08-05,ZoRooms,"Online budget hotel chain",nan,Delhi,"Tiger Global Management, Orios Venture Partners","Series A",30000000,Hospitality,"Online budget hotel chain"
2015-08-05,Doormint,"Hyperlocal Handyman services",nan,Mumbai,"Helion Venture Partners, Kalaari Capital","Series A",3000000,Services,"Hyperlocal Handyman services"
2015-08-05,NightStay,"hotel booking app","Last minute hotel booking mobile app",Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh","Seed Funding",500000,Hospitality,"hotel booking app"
2015-08-05,SundayRealtySolutions,"Tech Platform for property brokers",nan,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan","Seed Funding",785000,"Real Estate","Tech Platform for property brokers"
2015-08-06,Appvigil,"App security testing platform",nan,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave","Series A",500000,Technology,"App security testing platform"
2015-08-06,practo,"Doctor Appointment booking app","Online Healthcare platform",Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners","Series C",90000000,Healthcare,"Doctor Appointment booking app"
